  SP74632","Las desagregaciones del INPC solo tienen valor informativo.
  SP74633","Las desagregaciones del INPC solo tienen valor informativo.
  SP66536","Las desagregaciones del INPC solo tienen valor informativo.
  SP74634","Las desagregaciones del INPC solo tienen valor informativo.
  SP74635","Las desagregaciones del INPC solo tienen valor informativo.
  SP66538","Las desagregaciones del INPC solo tienen valor informativo.
  SP56384","Las desagregaciones del INPC solo tienen valor informativo.
  SP74636","Las desagregaciones del INPC solo tienen valor informativo.
  SP74637","Las desagregaciones del INPC solo tienen valor informativo.
  SP56378","Las desagregaciones del INPC solo tienen valor informativo.
  SP56379","Las desagregaciones del INPC solo tienen valor informativo.
  SP56380","Las desagregaciones del INPC solo tienen valor informativo.
  SP74638","Las desagregaciones del INPC solo tienen valor informativo.
  SP56382","Las desagregaciones del INPC solo tienen valor informativo.
  SP74639"
"2Q Ene 2008","65.366105329546","69.027352915357","64.051271191573","57.673065856898","69.711224487793","73.586457914393","77.349545337127","63.792407819118","73.131208790854","55.109166720142","54.142892818043","56.274986526444","52.711996078601","55.683036770532","53.823311549315","59.732499656193"
"1Q Feb 2008","65.448476071583","69.141049440496","64.196564132081","57.791980395181","69.880812730291","73.668811035764","77.599667296417","63.875585973178","73.060732183574","55.106419624185","53.521184288731","54.604019148346","52.737866899473","56.064658348032","54.017465531226","60.486959288438"
"2Q Feb 2008","65.641192524654","69.326715694476","64.389977685331","57.996105878997","70.062487530044","73.846107517034","77.765310873488","63.883957977590","73.313440904070","55.317661763951","54.026305970108","55.022743773840","53.295100922850","56.093304610258","54.037020582502","60.533754814136"
"1Q Mar 2008","65.954615788383","69.545032471060","64.574710621171","58.211121339523","70.216721244670","74.096267857867","77.905801186043","63.938592660074","73.737123066123","55.880038077938","54.641873459823","55.992290205868","53.691317745736","56.622382764107","54.481409393077","61.233675351496"
"2Q Mar 2008","66.084647588708","69.597918683616","64.714524904166","58.399097213286","70.309171773200","74.064049640773","77.989955527423","63.953566531440","73.581509445675","56.213116457495","55.404139322096","57.693293682662","53.873767363933","56.688782847894","54.488799013686","61.417073056035"
"1Q Abr 2008","66.123501712311","69.764544225493","64.915946236001","58.705027014833","70.408572444801","74.195978352823","78.152575628348","64.001434820248","73.717460965026","55.912823956842","55.999892838718","58.852988883280","54.120899542919","55.832199514240","53.125792542171","61.554911690466"
"2Q Abr 2008","66.216751608958","69.925547771904","65.147545042424","59.110596926170","70.471110880057","74.287355501292","78.336279622501","64.047037826330","73.742523523053","55.826052890874","55.762619061085","57.876767834074","54.339251428466","55.838929976272","53.126291155779","61.573995877629"
"1Q May 2008","66.041649025254","70.101522921091","65.381354278437","59.480029459195","70.572729939423","74.406099082830","78.508079160448","64.072068247382","73.849113527253","54.724054653463","55.158223230085","56.015288976954","54.510393940349","54.428450212915","50.995172007742","61.577282188366"
"2Q May 2008","66.155621121156","70.254601235411","65.567174498050","59.713022264302","70.711796392823","74.526544713289","78.630772349981","64.095545683014","74.004539543633","54.733444208435","55.169719641769","55.763466137206","54.684040807510","54.436526976449","50.994542994725","61.602607915880"
"1Q Jun 2008","66.344193134375","70.433492795168","65.763086427851","59.934835217632","70.881340708563","74.688041830883","78.741546675093","64.156059665362","74.249894395193","54.945972852573","55.258754252083","55.873087988615","54.760202305506","54.725642942726","51.419357098907","61.625667299283"
"2Q Jun 2008","66.400661127345","70.581863537418","65.822393608950","60.072410748282","70.864921877331","74.922728973151","78.851907744174","64.221252455509","74.661178532961","54.757122847201","54.765803360403","54.789992765268","54.631787076226","54.725725507972","51.417256641388","61.630062007371"
"1Q Jul 2008","66.655026123198","70.745626970028","65.946148488624","60.237875829516","70.947637716078","75.124845604148","78.971086450085","64.287758334869","74.989478380101","55.249918580497","55.471353811753","55.962457959580","55.048235213100","55.086169148756","51.822735339816","61.903995578705"
"2Q Jul 2008","66.829610651920","70.835666970246","66.037999648092","60.328239825850","71.040237900360","75.212726613468","79.063903151615","64.314373975690","75.096134149167","55.646586033005","56.222558803235","57.502492934775","55.311974496515","55.262484792566","51.849704475853","62.376470291496"
"1Q Ago 2008","67.035796534506","70.995684887234","66.262562434273","60.543158463605","71.272411253957","75.309029900853","79.132848253576","64.911360410390","75.016725284658","55.972378120153","56.306517225566","56.930541070009","55.799718311441","55.738297849694","52.458731518510","62.592395137605"
"2Q Ago 2008","67.219706052893","71.170402600352","66.522471181866","60.845757145337","71.489328393846","75.399810670746","79.263046302205","65.051004531261","75.051312950963","56.179701185013","56.256147283732","56.360748318482","56.069364781274","56.105546605791","52.463164512665","63.678706638904"
"1Q Sep 2008","67.513961282312","71.455703442428","66.682480480309","60.970769135804","71.681814298301","75.806206237599","79.333964916635","67.197993236051","75.062891523089","56.495174589815","56.625849249979","57.094785729404","56.213872393123","56.387194913087","52.797846685053","63.857514168482"
"2Q Sep 2008","67.655908347208","71.540230727297","66.774379643709","61.061006976001","71.774629654209","75.883169060528","79.404502444735","67.209535506648","75.170678309264","56.787727122035","57.141000305747","58.171817015854","56.381847052194","56.541377577102","52.909917578526","64.095912041909"
"1Q Oct 2008","67.985391315360","71.639475218107","66.873828801445","61.135598922411","71.897251015531","75.981783180058","79.558090069222","67.209535506648","75.257618537515","57.723864596242","57.446876527669","58.815058011899","56.479278686241","57.868454849639","54.873601563556","64.174628399743"
"2Q Oct 2008","68.105062016057","71.765833793917","66.929973391120","61.205411769934","71.939831612318","76.176149262868","79.832053955245","67.209130944839","75.455090556958","57.825470972179","57.593178322741","58.397308294753","56.972655454465","57.942257667117","54.941138319780","64.261305912109"
"1Q Nov 2008","68.747968247939","71.980978411619","67.222383873286","61.552076133625","72.177886034661","76.314919552223","79.964427629327","67.209076068266","75.653055596596","59.593891046440","58.946828549266","60.958128586604","57.579878522512","59.967404759884","57.842065010723","64.570431897805"
"2Q Nov 2008","68.889915312835","72.077232277937","67.393909312521","61.782179409755","72.291793101787","76.337262047253","79.989571801251","67.208510638384","75.681691565367","59.856393993660","59.660018627481","62.289898469379","57.910540809121","59.949911916321","57.811918545605","64.577812373545"
"1Q Dic 2008","69.202820521583","72.376898930763","67.740273479384","62.320412372581","72.451029705700","76.590034088184","80.049079552906","67.214762115301","76.203690723085","60.199820397664","60.492970626478","63.321372645630","58.619413448838","59.989185890839","57.847450760358","64.624742005800"
"2Q Dic 2008","69.388284204915","72.504395320531","67.982265891206","62.709061983581","72.550157763580","76.605185526638","80.093563562334","67.214762115301","76.198195958047","60.538707693434","61.462229517129","64.827687184474","59.255797426249","59.936459294954","57.655627331556","64.846382545789"
"1Q Ene 2009","69.491895201189","72.700688945268","68.347818144084","63.144504098162","72.845771917226","76.635366525460","80.176503079406","67.273577068132","76.168973010633","60.394963320262","60.994947699135","62.810586933628","59.744048272061","59.993696219952","57.264090750126","65.790356683546"
"2Q Ene 2009","69.420403613760","72.816948741669","68.461264779619","63.258405703399","72.957939170201","76.753868688168","80.398618045548","67.459429726298","76.165622900765","59.828456779250","60.131220924573","60.138332560720","59.996052607405","59.612028537065","56.598663565488","65.966551795067"
"1Q Feb 2009","69.539038204494","73.017526172552","68.707237469975","63.349224466737","73.351328246465","76.909252869639","80.613230768285","67.627508016170","76.260486389538","59.729421087824","59.681391434554","58.288849049538","60.409233194904","59.730878342343","56.664557689373","66.190794858393"
"2Q Feb 2009","69.679949159427","73.177021468725","68.916579844800","63.433333774636","73.679557557384","77.019386461155","80.800280287341","67.640764335536","76.338293326656","59.819021392148","59.782853953838","57.727545758380","60.918665276725","59.813069973252","56.756397857945","66.254485723841"
"1Q Mar 2009","69.895460031678","73.374195270143","69.159335847958","63.673867343996","73.922654145691","77.171199251580","80.965919659037","67.661626069635","76.527746310996","60.082083014710","60.506164010238","58.564982518720","61.570112703789","59.790197717077","56.713292675787","66.271420156910"
"2Q Mar 2009","70.124440333444","73.573502608009","69.363794329799","63.910255831861","74.094899720972","77.364612478805","81.084024851299","67.691142585107","76.851823473104","60.387344980592","61.224215975093","60.063859264273","61.805701387426","59.838977739762","56.777013841030","66.291020984802"
"1Q Abr 2009","70.224424944849","73.742738378958","69.629534815154","64.167214963229","74.367115616821","77.438888614917","81.085793140916","67.704659200253","77.014753843532","60.302827412407","62.534459259805","63.238017476343","61.965129914000","58.888371057177","55.311987742367","66.349993542590"
"2Q Abr 2009","70.285555432651","73.826864046995","69.812568973760","64.330086343098","74.568185601446","77.426076865394","81.134543837424","67.722694246013","76.934267950507","60.301912670279","62.603473108292","63.288971313133","62.045116618622","58.844031860028","55.230668022524","66.378391003703"
"1Q May 2009","70.044659866313","73.889956246014","70.046600335763","64.564732160937","74.799889572582","77.321993443265","81.202775416913","67.748944415875","76.624154403350","59.259146835428","62.840747240795","63.968623861194","62.009418617449","57.006872351675","52.460507680034","66.371538315858"
"2Q May 2009","70.056575130884","73.973168583437","70.154468405413","64.660253708370","74.918833404436","77.380771380018","81.244036982043","67.811601514166","76.696437848480","59.082213747489","62.258121190911","62.371456724466","62.052904619774","57.081953592607","52.578407973594","66.362557212775"
"1Q Jun 2009","70.150861137494","74.077623642183","70.318963433107","64.750861114983","75.153180184998","77.426151352957","81.311622040661","67.819061387363","76.736269798461","59.148181785624","62.442683092073","62.846236011122","62.058323361082","57.074244982108","52.565777288668","66.364517849181"
"2Q Jun 2009","70.207847185445","74.158163926959","70.351320372670","64.767209441952","75.200695675590","77.553387591016","81.361351459401","67.841278148532","76.973589766233","59.142500164334","62.400381823070","63.394170687523","61.652594205329","57.091306406074","52.576538870299","66.394137125306"
"1Q Jul 2009","70.348758140378","74.312521188949","70.456970038946","64.838456523178","75.338653196700","77.754632445390","81.432241123570","67.892573387235","77.349533069461","59.247046181533","62.659516642293","64.584025168088","61.337945285119","57.099805041647","52.583727301157","66.405280933402"
"2Q Jul 2009","70.391756703831","74.377178384114","70.537965805605","64.896283934176","75.441333575043","77.803056460814","81.490025132300","67.915147999450","77.399162592029","59.233262496215","62.593341626948","64.583112704663","61.231719708313","57.118562268641","52.528196712924","66.570887297123"
"1Q Ago 2009","70.469464951037","74.439077022241","70.688199956742","65.012653382224","75.623027409053","77.778437370420","81.531308834216","68.178377506118","77.200878835533","59.350425694562","62.275123481214","64.183416155764","60.964375364183","57.506036231952","52.863154508675","67.064702710257"
"2Q Ago 2009","70.608303686045","74.479349167721","70.741216731215","65.009355206654","75.729819948752","77.806091183004","81.599660170294","68.391301896903","77.117743742818","59.748921571815","63.322997548316","67.098224302764","60.860145875804","57.501087046925","52.739352035642","67.294461562641"
"1Q Sep 2009","70.886499211041","74.703906156264","70.922779416819","65.176005181920","75.924380039759","78.071652870421","81.681241266408","69.978823412365","77.020089950105","60.167418134264","64.433485700528","69.749942264122","61.018991998919","57.489666655278","52.685396201890","67.366973705749"
"2Q Sep 2009","70.898932530595","74.803286610448","71.061745514264","65.395631273797","75.984728598536","78.131951488110","81.772093088176","69.980405640563","77.075383957171","59.949591182583","63.855472790630","68.887618626388","60.617340177848","57.495614170407","52.684454339053","67.386568308785"
"1Q Oct 2009","71.144490591765","74.969399416917","71.213301942185","65.621868876709","76.063325077534","78.311556256755","81.837903131028","69.980405640563","77.426815805770","60.402434962394","63.109285671603","66.868744400511","60.656610188140","58.692826180472","54.474696455885","67.420607624902"
"2Q Oct 2009","71.069890674447","75.020698451588","71.290024269191","65.703027568706","76.135210858002","78.337809903821","81.862846343763","69.980410752710","77.464352724187","59.996001285019","62.009092617518","64.249037904371","60.494661896702","58.717401501690","54.492189964314","67.459336023698"
"1Q Nov 2009","71.443408316016","75.085323683692","71.377185819832","65.741522958306","76.268537505786","78.380150726355","81.892656030796","69.980410752710","77.534297396629","61.183277896028","61.735735413730","63.593032223458","60.457568290105","60.811149688996","57.647116217742","67.471355113358"
"2Q Nov 2009","71.509201298650","75.120480351721","71.397100048403","65.738876099917","76.310005398971","78.430037322356","82.032353889085","69.980410752710","77.522313966762","61.329759169748","62.107158330037","64.182511759574","60.693884644856","60.817875423078","57.639729330921","67.505999480567"
"1Q Dic 2009","71.691038597111","75.381145755516","71.550232490236","65.931016263159","76.424480343215","78.794565164310","82.144888946660","69.989852216805","78.250814143676","61.302544765995","61.818425076947","63.259821929169","60.796226356042","60.953073904729","57.845829902656","67.502076524887"
"2Q Dic 2009","71.852153696318","75.523353482134","71.726914960354","66.259862074878","76.453486678177","78.902495453392","82.239593442170","69.989852216805","78.412214283964","61.510854493971","62.161148002995","63.454068384848","61.229648884950","61.077815768268","57.976187430931","67.616570388935"
"1Q Ene 2010","72.389894766982","75.894528868633","72.219076936344","66.808941655007","76.887248354951","79.153931497792","82.517325331948","70.141122349637","78.676497077973","62.485362454324","63.085185188601","65.443195079244","61.495699209621","62.083202611680","58.614020321299","69.354691858243"
"2Q Ene 2010","72.714197185321","76.143915030204","72.416435003319","67.050102756110","77.041008210209","79.453035076715","82.724518188497","70.307930671452","79.107306347494","63.004719253445","64.046488787267","67.823832232484","61.580759839223","62.327869264853","58.618899041734","70.074606191158"
"1Q Feb 2010","72.846819260552","76.270213294345","72.579521181394","67.148880075586","77.264742822673","79.542866383154","82.873148479098","70.397046832471","79.143183237819","63.153267015100","63.657698353826","66.746327183077","61.616986879269","62.810026824580","59.038269989544","70.684029913220"
"2Q Feb 2010","73.096521761573","76.396346683638","72.676743325313","67.266029455052","77.342075722879","79.696681004812","83.058319048589","70.423376968896","79.317409829609","63.728199274243","64.615062691059","68.842911288642","61.870635847440","63.147200445696","59.126406098726","71.515344950587"
"1Q Mar 2010","73.430667224558","76.526244370179","72.761274626690","67.318664088909","77.456661131047","79.870310095466","83.126067741944","70.442456081270","79.645833691217","64.599088027028","66.457549296082","73.477224589903","61.989659280987","63.414325362070","59.460062459353","71.652872485053"
"2Q Mar 2010","73.548783760310","76.676032868050","72.822802087665","67.312876329876","77.582482327123","80.105625272693","83.187594232078","70.470611762746","80.117366373733","64.632506643813","66.363012329112","73.573558494803","61.777772644169","63.527186936276","59.525795012288","71.859579279196"
"1Q Abr 2010","73.322393733451","76.653564869931","72.929971525707","67.397541093247","77.710503794647","79.956679088536","83.199192787461","70.489158293405","79.758815270612","63.867831064331","65.747064145311","72.148882596179","61.661250774287","62.670516671806","58.065737807170","72.188839004011"
"2Q Abr 2010","73.188735548257","76.713812148641","73.018876848867","67.458616419680","77.825519058975","79.988683807100","83.294463140860","70.504943768644","79.739750889669","63.223316986086","64.029153284295","67.531269634558","61.732971413759","62.692874786039","58.095935231547","72.195865205546"
"1Q May 2010","72.795013762414","76.837080827248","73.151455163376","67.617425689729","77.931882290186","80.102327966152","83.393094910445","70.536151933360","79.898262527088","61.465304700162","62.903005675088","64.462639634210","61.805626991359","60.543317343821","54.813540932994","72.269189478424"
"2Q May 2010","72.792423487508","76.887918760775","73.146350948502","67.587694839712","77.950504201279","80.207566261992","83.524036934375","70.577854717603","80.004207579498","61.321594295996","62.393553925544","63.540196028040","61.551640513305","60.626796031358","54.918553018792","72.310702873809"
"1Q Jun 2010","72.760822133644","76.910773260780","73.123678693206","67.476200206576","78.013438028097","80.274773118770","83.618135955522","70.611313063193","80.059693288921","61.145301245504","61.701265412316","61.931514004138","61.425254549662","60.771013489869","54.965448179970","72.648111872023"
"2Q Jun 2010","72.781544332899","77.025880994641","73.140010721070","67.438556652701","78.081567767765","80.485824315953","83.658551497535","70.646821097111","80.491854570824","60.915668810426","60.936200386005","60.846340841719","60.859004693754","60.873987112868","55.123410348316","72.643176310746"
"1Q Jul 2010","72.889299769024","77.133637814732","73.114055130242","67.443768582176","78.025824843128","80.723668057678","83.726361985692","70.675150504475","80.963429938285","61.022167812003","61.071924641026","61.651519273850","60.582124201209","60.962287013138","55.219361838601","72.716960810622"
"2Q Jul 2010","72.969598291137","77.123772776159","73.081608355236","67.451876867114","77.954609059630","80.735894215573","83.788442121143","70.736106147525","80.911114538836","61.340730164919","61.759436052743","63.327079990216","60.659611430232","61.051585278344","55.352098480741","72.721069638392"
"1Q Ago 2010","73.084606497001","77.190904069327","73.212274079606","67.526263813831","78.138439654463","80.740700409338","83.856795734613","71.149013547614","80.696167403353","61.581452139430","62.014485254712","63.326249496283","61.071699407210","61.283295891715","55.650129147127","72.823360984042"
"2Q Ago 2010","73.178374448630","77.215896455970","73.260972224861","67.480692817220","78.277453582870","80.742438499708","83.918516991294","71.471920984957","80.515988189346","61.857539010894","62.505535911604","63.613791616791","61.687020697353","61.425761792943","55.840578546240","72.872019999094"
"1Q Sep 2010","73.473147733030","77.471396915862","73.391461013485","67.554534827823","78.461462532698","81.118889700781","83.983139980726","73.237502478835","80.616466585367","62.252655109711","63.254263695674","65.338002699897","61.833330416212","61.601101763547","56.084222758560","72.913640769075"
"2Q Sep 2010","73.557072640012","77.494218832880","73.501125937983","67.589109711104","78.642542613781","81.056820665724","84.031692325044","73.237502478835","80.430662860271","62.497859228628","63.725178469321","66.635017162793","61.794435120724","61.706025907498","56.238697587284","72.921408974491"
"1Q Oct 2010","73.911940302251","77.586269630648","73.714255928647","67.806011453078","78.850463297904","81.030252591384","84.084058815144","73.237502478835","80.322622477140","63.544178019161","64.333721774707","67.903779786980","61.995032922762","63.023700893245","58.218045591187","72.941152216172"
"2Q Oct 2010","74.025912398153","77.675620199812","73.816398122748","67.942270421973","78.919030887136","81.106726031750","84.141009580314","73.237528042566","80.446134696771","63.722875346393","64.657737326249","68.633160807813","62.068683544535","63.112072534463","58.340325963156","72.963149708411"
"1Q Nov 2010","74.530497950010","77.818885060181","73.998459968908","68.152282510442","79.072856742257","81.211488709116","84.187538607427","73.237528042566","80.643773845539","65.179918898624","65.181680408882","69.844353257012","62.168217621232","65.147867876822","61.395566971149","72.999247887048"
"2Q Nov 2010","74.593182602756","77.811005785913","74.046251919434","68.322269675567","79.002755049514","81.149287236051","84.250391287922","73.236713214130","80.445083354032","65.427892694968","65.589543676157","70.894919501933","62.179359997884","65.296434521032","61.576791076016","73.084318614416"
"1Q Dic 2010","74.737201887577","78.048499301745","74.207527138600","68.629723436582","79.022225198102","81.460168638632","84.316501097047","73.236713214130","81.096531285140","65.323963212929","65.307262622573","69.898994478050","62.337218472669","65.303308512768","61.560825198516","73.136349015808"
"2Q Dic 2010","75.124707013643","78.253147071566","74.548055231325","69.315990379273","79.027662072706","81.531257516479","84.403699074554","73.243099451816","81.177894479848","66.191641921525","67.303723380837","74.550677563608","62.694014302063","65.469615473637","61.719274171581","73.319300122328"
"1Q Ene 2011","75.255424003846","78.416268227871","74.878809498425","69.872506660766","79.164850801772","81.544429319659","84.503061343240","73.396300936148","81.063031729975","66.232878263782","66.512191185125","72.479682230734","62.719458879171","65.975065443039","62.150174253284","73.982918938892"
"2Q Ene 2011","75.336558687421","78.599955531428","74.962940113276","70.019568535338","79.195025556940","81.817047166468","84.598096214332","73.536677976555","81.550638234889","66.026094143025","65.739199400437","70.783118567046","62.536139500225","66.084266772355","62.258543522662","74.093608281021"
"1Q Feb 2011","75.491315583869","78.774998436449","75.237160792393","70.260464225883","79.497793909803","81.903339982890","84.682969818003","73.563381168852","81.656684983918","66.124826056544","65.684974915624","69.992076886741","62.952508699746","66.268121293699","62.473174013032","74.211115797861"
"2Q Feb 2011","75.665604904141","78.873174578408","75.404070734300","70.576279484805","79.537038215417","81.940019300324","84.758719532886","73.573733642526","81.663119975908","66.510161672213","66.547371096554","72.044742303985","63.054916675137","66.386896677639","62.643657237187","74.218928279356"
"1Q Mar 2011","75.702416010578","79.061273698536","75.604401979892","70.937541444193","79.599392188274","82.117098908281","84.834712354647","73.587198042716","81.989930525429","66.124895166708","65.115476217550","68.529018562949","62.953570745627","66.585730321096","62.951822983164","74.183279794899"
"2Q Mar 2011","75.743734599435","79.057451179574","75.764557715470","71.161386113603","79.704936702777","81.966668449149","84.968587768070","73.609060051443","81.507168597926","66.292059584850","65.464777410459","69.176435950617","63.112561972253","66.651093906759","63.121891906446","74.024419065067"
"1Q Abr 2011","75.675371116053","79.097886064502","75.905864870903","71.378040776598","79.781639474637","81.916897639839","85.034337645403","73.640694158822","81.318816254730","65.919836918615","67.084049563453","73.414994541509","63.059338429547","65.169165754995","60.924529988400","74.077350035260"
"2Q Abr 2011","75.760262034978","79.140086613062","75.987846161923","71.544271773315","79.791389294250","81.923512409365","85.108144588774","73.660747315315","81.255290955307","66.123283302595","67.492843183292","74.235785801725","63.205102171792","65.257815305196","61.048415756271","74.090363461122"
"1Q May 2011","75.192319249955","79.196316327061","76.084350812997","71.748057263292","79.795917340070","81.943708303063","85.181622337040","73.662900727479","81.228743292381","63.815179955087","65.673713219558","69.224363437019","63.424393483852","62.680661936063","57.165196974646","74.314840243315"
"2Q May 2011","75.125458260713","79.323395856181","76.237341108634","71.901250102718","79.948722275612","82.047565455690","85.302479523279","73.684643507135","81.341230143387","63.207878550533","63.701841306528","64.078918530017","63.478943639988","62.835059003495","57.368045589971","74.365146854007"
"1Q Jun 2011","75.084139671855","79.355358235157","76.251501170071","72.004077662180","79.886868799006","82.095430418696","85.378770785125","73.708869537680","81.368453703852","62.962945908816","62.790502590692","61.864359691498","63.399721659621","62.962032278992","57.511565409649","74.456373681253"
"2Q Jun 2011","75.226125368111","79.471092338955","76.394975770402","72.177343278202","80.004793303322","82.186311228897","85.421472779585","73.746072510832","81.523157338387","63.176561843682","63.189565991844","62.902311081433","63.390836401854","63.071930034730","57.659525514438","74.484531033616"
"1Q Jul 2011","75.463519442274","79.584593646412","76.416195021643","72.319030455090","79.922736755473","82.382269954922","85.456007039142","73.762075028829","81.933125278718","63.758068766633","64.470767434010","65.567202107568","63.788629029775","63.262453579696","57.871547755378","74.628541294221"
"2Q Jul 2011","75.569445279163","79.598679360783","76.344647035705","72.315330326974","79.793029962253","82.472912804897","85.531179494170","73.807047844134","82.052997456144","64.120989690350","65.294914715915","67.000204251573","64.224129703861","63.367676558788","57.991277170624","74.702441509610"
"1Q Ago 2011","75.634052527195","79.668658366041","76.377756286373","72.316608921068","79.853424310277","82.575825423857","85.554406477135","74.666805660672","81.999444644962","64.170683893712","65.217693886686","66.291550256186","64.550186756074","63.488050623403","58.132506404608","74.777867169405"
"2Q Ago 2011","75.637057515476","79.705373102148","76.519366813626","72.350118233846","80.087696482575","82.518738759369","85.613003522814","74.876405521724","81.746201215359","64.078031453083","64.743324305494","64.771643812558","64.743473363016","63.608352306774","58.297993271694","74.801159092604"
"1Q Sep 2011","75.797073141415","79.878459692421","76.671987077691","72.485925109578","80.254718752628","82.710047484812","85.684190828155","76.231653211770","81.694461653375","64.202128494929","64.804113012366","64.560920280614","64.977695465735","63.767553122916","58.523980303791","74.817023926210"
"2Q Sep 2011","75.844401706833","79.919457378991","76.708508746876","72.554341367381","80.263895181033","82.755028993308","85.737121738726","76.305739423672","81.722562002479","64.268107725025","64.826851477316","64.542392037901","65.026797595474","63.857537830928","58.655703550782","74.817455217755"
"1Q Oct 2011","76.309423643248","80.082251265845","76.925103962091","72.852716896414","80.410365557355","82.869648356231","85.811259690447","76.305737196350","81.912305744853","65.574611359003","65.012673167886","63.885684475427","65.750799425078","65.786819520461","61.477577675600","74.831594333308"
"2Q Oct 2011","76.356752208666","80.129896155507","76.998917852047","73.022395825829","80.401991063416","82.893875046212","85.859761698461","76.309124577637","81.919128214763","65.619657801385","65.001435936589","63.341324085875","66.080067550413","65.863175265355","61.585759974318","74.839642900457"
"1Q Nov 2011","77.094476831540","80.329609872768","77.169733553907","73.174938000351","80.588459117952","83.119337748724","85.924569618527","76.309094472966","82.371920713623","67.858471223291","65.653954386619","64.033197876595","66.707633341703","68.982913802562","66.140017779007","74.881431739265"
"2Q Nov 2011","77.222188833464","80.399559764176","77.274371407423","73.415753717225","80.576347038631","83.158242965451","85.992156865890","76.305026847857","82.395936834087","68.147754348676","66.253310285665","65.242588344130","66.917525829138","69.098882198279","66.310028668890","74.881449039174"
"1Q Dic 2011","77.612837309934","80.678214141643","77.571996143354","73.816653136110","80.785414135025","83.419813346922","86.043708154363","76.305363324531","82.944333137719","68.850208129785","67.778407192144","67.527667123437","67.957647966608","69.341621034280","66.652264248352","74.910633947524"
"2Q Dic 2011","77.971933409460","80.864323686150","77.902305892627","74.224486384205","81.049239593145","83.476914277749","86.110965925809","76.308885171507","83.007996746334","69.689855056137","69.782188714615","70.608951777740","69.273787083473","69.530956467893","66.865873563643","75.047520915004"
"1Q Ene 2012","78.219844942605","81.023321339117","78.292311402060","74.818525473903","81.264302273037","83.429302324416","86.197863083351","76.494263858764","82.756177442777","70.186249271052","70.723495886296","71.451787384502","70.278253700571","69.778541891600","67.053508370603","75.422726102405"
"2Q Ene 2012","78.466253981609","81.243043030035","78.502046225814","75.115295669344","81.399407752481","83.657856096628","86.265704510005","76.779276156751","83.124728465424","70.504621404251","71.281272067988","71.917411053282","70.895045283567","69.962953011718","67.281010043742","75.514437887478"
"1Q Feb 2012","78.520343770659","81.454541726491","78.852221257338","75.501829695248","81.718386282069","83.745273753500","86.365881709013","76.818625429576","83.214407683406","70.120847662716","70.088982719016","68.764493900782","70.954683222094","70.030526754836","67.474545797855","75.312296205532"
"2Q Feb 2012","78.483532664223","81.501810177198","78.944253480065","75.611657073645","81.795156105028","83.752498963041","86.425249312523","76.820361512886","83.172133590719","69.850006045462","69.348662469096","67.015884101585","70.858154195517","70.021841878609","67.649519216844","74.910641174094"
"1Q Mar 2012","78.521095017729","81.634969890080","79.056911723420","75.711718616704","81.918604554569","83.903929853507","86.508122437450","76.822426841507","83.436975326364","69.620210790657","68.691092987898","65.451484401822","70.779596647004","70.030889451137","67.781116308157","74.657432128096"
"2Q Mar 2012","78.572931065569","81.719619074247","79.137203580172","75.806365907164","81.986583699974","83.992437475753","86.590767172889","76.822723132550","83.558467473291","69.580706929438","68.501377655582","65.300845208757","70.564869743251","70.075190951953","67.938593382389","74.459441041685"
"1Q Abr 2012","78.245387342989","81.742474245387","79.275058301407","75.936774974336","82.130810831853","83.912463797576","86.676320956599","76.822723132550","83.291298819572","68.274805843471","67.877460948376","63.758685667964","70.527263744322","68.391089372719","65.460770527661","74.478260199871"
"2Q Abr 2012","78.355820662299","81.858157955958","79.427440406054","76.154262704213","82.227367816587","83.995285162500","86.694333708866","76.849824306608","83.454912612946","68.370811667257","67.851484661141","63.957725589466","70.357561122283","68.554953516507","65.688236698393","74.505589424743"
"1Q May 2012","77.981699621371","81.975383262213","79.530638799989","76.335822206048","82.263381262506","84.124999908932","86.780223549955","76.935450360021","83.641155100371","66.627097405171","68.041512620329","64.298557139059","70.451323574419","65.735845497589","61.553131430555","74.510011717702"
"2Q May 2012","78.125939058838","82.059772175709","79.650973765755","76.387577167090","82.442498948186","84.177212942137","86.879987432488","77.083734641420","83.616843719264","66.936126210159","68.580956597761","66.155316706893","70.149543212960","65.915939084202","61.745550923087","74.663247956488"
"1Q Jun 2012","78.314502073442","82.143752479677","79.859157863229","76.676072825930","82.581817976467","84.150108092204","86.950732967686","77.114714746075","83.475704579610","67.415636910923","69.538304290469","69.134824770297","69.815596270642","66.128311523599","62.048527560233","74.681176124462"
"2Q Jun 2012","78.512831299958","82.245529510939","79.899397646860","76.773175111181","82.573307860154","84.306859407771","87.007824190434","77.153738697588","83.766589584529","67.883698062318","70.661711765701","71.541768312532","70.119519054213","66.230288748889","62.188508289647","74.701560073856"
"1Q Jul 2012","78.818588857503","82.414038218472","80.083889538338","77.044783289778","82.683102975061","84.461003503985","87.089869144494","77.177710524700","84.031669346262","68.573193490597","72.253168144848","72.266283843897","72.265143323049","66.415868687053","62.457236690290","74.708721328708"
"2Q Jul 2012","78.889206082096","82.487228651033","80.181947001472","77.143062963548","82.780962427891","84.511928527011","87.162250891484","77.220117657156","84.064105145804","68.634912654287","72.136640825135","72.161307237776","72.141205679338","66.576866998462","62.688026039181","74.719949103928"
